1999	DeCSS	Jon Lech Johansen	One of the first free softwares to decrypt content on commercially produced DVD discs. DeCSS release resulted in a criminal trial of the authors, the DVD Copy Control Association (CCA) launched numerous lawsuits in the US in an effort to stop its distribution. 
1999	Gramm-Leach-Billey Act		Revocation of the Glass–Steagall Act, an important element of the regulation of the financial industry introduced after the 1929 crash. The deregulation lead to series of mergers of commercial and investment banks and played a major role in creating massive financial institutions and the risks at the heart of the global financial crisis of 2008.
1999	Indymedia		In the context of the "Battle of Seattle" between Nov. 29 and Dec. 3, an independent media center was created to facilitate a counterweight against biased reporting by mainstream media. This marked the launch of the global Indymedia network.
1999	Institutional Racism	Stephen Lawrence, Sir William McPherson	The MacPherson Report into the inquiry of the murder of black teenager Stephen Lawrence concluded that the London Metropolitan Police had been "institutionally racist". Forced the Met to reconsider its policies; first official admission in Europe of institutional racism. 
1999	Introduction of the Euro 	European Central Bank	The new currency was introduced in non-physical form on January 1 by the European Central Bank (ECB) which had been established in the previous year. The currencies of participating countries (the euro zone) were locked at fixed exchange rates against each other. In 2002 the Euro was introduced as physical coins and bills. The Euro reflects the construction of the ECB, which was set up to be independent from direct government influence, with the primary mandate to maintain price stability. 
1999	J18 - Carneval Against Capitalism	Reclaim the Streets	The anarchist network Reclaim the Streets organized a global action day against the increasing power of financial markets on June 18, 1999 (hence J18). Taking the authorities by surprise, 50.000 celebrate a street party in the City of London without the police being able to intervene for several hours. 
1999	Launch of Natural Reality SuperWeed Set 1.0	irational.org, Heath Bunting	It claimed to be a "superweed" genetically engineered to attack commercial agricultural monocroppings. Advertised as being resistant to herbicides such as "Roundup", a version 2 of the set will be released with "more offensive capabilities", should there be no national ban on genetically manipulated crops in the US.
1999	Millenium Bug		In the Unix Time standard, which started on Jan. 1 1970, many computer systems represented the four-digit year with only the final two digits. This made the year 2000 indistinguishable from 1900. This lead to fears of massive malfunctioning of computer systems and the resulting breakdown in civilization, sparking a world-wide upgrade of computer systems. In the popular consciousness, technological and deep cultural fears about the end of time fused.
1999	Napster	Shawn Fanning	Established the concept of file sharing and the practice of massive copyright violation. While it was shut down in mid 2000, the practice grew even more popular in the coming years, thanks to new, decentralized technologies such as BitTorrent.
1999	NATO Bombing of Yugoslavia	NATO, Slobodan Milošević	During the Kosovo War, NATO started a bombing campaign against Yugoslavia without a UN mandate on behalf of "humanitarian interventionism" – a military intervention with the aim of stopping war crimes from happening.
1999	Start of the Euro zone		Eleven European countries introduce a common currency, the euro, in non-physical form at midnight on January 1, 1999, thus forming the euro zone (the national currencies disappear at the start of 2002 when the euro became legal tender). The euro is managed and administered by the Frankfurt-based European Central Bank (ECB) and the euro system (composed of the central banks of the euro zone countries).
